"","rank","name","state_name","early_career_pay","mid_career_pay","make_world_better_percent","stem_percent","CCBASIC","UGDS","LOCALE","CCSIZSET","CONTROL","CCBASIC_words"
"460",6,"Jackson State University","Mississippi",41700,74600,67,16,"16","5305","12","13",1,"Doctoral Universities: High Research Activity"
"461",7,"Belhaven University","Mississippi",41200,74300,60,2,"18","2220","12","10",2,"Master's Colleges & Universities: Larger Programs"
"462",8,"Delta State University","Mississippi",40800,74200,63,5,"18","2269","33","10",1,"Master's Colleges & Universities: Larger Programs"
"463",9,"William Carey University","Mississippi",41100,71800,61,6,"17","2050","13","13",2,"Doctoral/Professional Universities"
"464",10,"Alcorn State University","Mississippi",40900,69500,67,19,"19","3106","43","14",1,"Master's Colleges & Universities: Medium Programs"
"465",10,"Mississippi University for Women","Mississippi",39500,69500,63,2,"19","2208","33","10",1,"Master's Colleges & Universities: Medium Programs"
"466",12,"Tougaloo College","Mississippi",36900,66400,69,18,"21","719","12","8",2,"Baccalaureate Colleges: Arts & Sciences Focus"
"467",13,"Rust College","Mississippi",34800,62400,76,32,"21","846","32","8",2,"Baccalaureate Colleges: Arts & Sciences Focus"
"468",14,"Mississippi Valley State University","Mississippi",32500,61900,70,11,"20","1659","33","11",1,"Master's Colleges & Universities: Small Programs"
"469",1,"Missouri University of Science and Technology","Missouri",67300,122600,50,80,"16","6785","33","13",1,"Doctoral Universities: High Research Activity"
"470",2,"Washington University in St Louis","Missouri",64800,114900,42,30,"15","7356","21","17",2,"Doctoral Universities: Very High Research Activity"
"471",3,"University of Missouri-Columbia","Missouri",52300,98600,49,17,"15","22030","12","15",1,"Doctoral Universities: Very High Research Activity"
"472",4,"Saint Louis University","Missouri",54200,95300,56,13,"16","6917","11","17",2,"Doctoral Universities: High Research Activity"
"473",5,"Barnes-Jewish College Goldfarb School of Nursing","Missouri",55000,95200,83,0,"26","562","11","6",2,"Special Focus Four-Year: Other Health Professions Schools"
"474",6,"William Jewell College","Missouri",51400,94500,60,12,"22","803","21","8",2,"Baccalaureate Colleges: Diverse Fields"
"475",7,"Rockhurst University","Missouri",54000,92500,59,11,"18","1579","11","11",2,"Master's Colleges & Universities: Larger Programs"
"476",8,"Westminster College (Missouri)","Missouri",49400,91600,52,25,NA,NA,NA,NA,NA,NA
"477",9,"University of Missouri-Kansas City","Missouri",50800,89600,55,24,"16","7681","11","15",1,"Doctoral Universities: High Research Activity"
"478",10,"University of Missouri-St Louis","Missouri",48700,87500,51,13,"16","7136","21","12",1,"Doctoral Universities: High Research Activity"
"479",11,"Missouri State University-Springfield","Missouri",45900,86800,50,9,"17","16948","12","15",1,"Doctoral/Professional Universities"
"480",12,"Truman State University","Missouri",47900,85800,48,16,"19","4906","33","14",1,"Master's Colleges & Universities: Medium Programs"
"481",13,"Northwest Missouri State University","Missouri",46900,85100,50,26,"18","5193","33","14",1,"Master's Colleges & Universities: Larger Programs"
"482",14,"Park University","Missouri",48500,85000,56,7,"18","9191","21","12",2,"Master's Colleges & Universities: Larger Programs"
"483",15,"Webster University","Missouri",46500,83500,50,2,"18","2958","21","13",2,"Master's Colleges & Universities: Larger Programs"
"484",16,"University of Central Missouri","Missouri",46900,83300,54,45,"18","8113","32","13",1,"Master's Colleges & Universities: Larger Programs"
"485",17,"Avila University","Missouri",45900,81200,68,3,"19","1191","11","10",2,"Master's Colleges & Universities: Medium Programs"
"486",18,"Maryville University of Saint Louis","Missouri",46800,80100,53,2,"17","3609","21","13",2,"Doctoral/Professional Universities"
"487",19,"Drury University","Missouri",42600,79400,60,12,"19","1486","12","10",2,"Master's Colleges & Universities: Medium Programs"
"488",20,"Southeast Missouri State University","Missouri",43700,79100,52,9,"18","8379","13","13",1,"Master's Colleges & Universities: Larger Programs"
"489",21,"Lindenwood University","Missouri",45100,78500,48,9,"17","6458","13","14",2,"Doctoral/Professional Universities"
"490",22,"Kansas City Art Institute","Missouri",42500,77700,37,0,"30","665","11","7",2,"Special Focus Four-Year: Arts, Music & Design Schools"
"491",22,"Missouri Western State University","Missouri",43400,77700,53,14,"19","4119","13","13",1,"Master's Colleges & Universities: Medium Programs"
"492",24,"Stephens College","Missouri",42800,77200,47,6,"20","548","12","8",2,"Master's Colleges & Universities: Small Programs"
"493",25,"Columbia College (Missouri)","Missouri",44100,76600,52,2,NA,NA,NA,NA,NA,NA
"494",1,"Montana Tech of the University of Montana","Montana",61200,112600,64,61,NA,NA,NA,NA,NA,NA
"495",2,"Montana State University","Montana",53700,96200,54,31,"15","14566","33","16",1,"Doctoral Universities: Very High Research Activity"
"496",3,"Carroll College","Montana",48200,91400,55,25,"22","1210","33","11",2,"Baccalaureate Colleges: Diverse Fields"
"497",4,"The University of Montana","Montana",46500,87800,51,8,"16","8173","13","13",1,"Doctoral Universities: High Research Activity"
"498",5,"Rocky Mountain College","Montana",46000,82900,59,12,"20","879","12","8",2,"Master's Colleges & Universities: Small Programs"
"499",6,"University of Providence","Montana",44700,81900,69,16,"22","876","13","7",2,"Baccalaureate Colleges: Diverse Fields"
"500",7,"Montana State University-Billings","Montana",43300,77700,59,5,NA,NA,NA,NA,NA,NA
"501",8,"Montana State University-Northern","Montana",43400,75400,63,1,"22","970","33","7",1,"Baccalaureate Colleges: Diverse Fields"
"502",9,"The University of Montana-Western","Montana",35400,63700,63,4,"22","1310","33","10",1,"Baccalaureate Colleges: Diverse Fields"
"503",1,"University of Nebraska-Lincoln","Nebraska",51500,96700,53,20,"15","20592","11","16",1,"Doctoral Universities: Very High Research Activity"
"504",2,"Creighton University","Nebraska",53500,95800,56,9,"17","4405","11","14",2,"Doctoral/Professional Universities"
"505",3,"University of Nebraska Medical Center","Nebraska",53400,93000,79,6,"25","844","11","12",1,"Special Focus Four-Year: Medical Schools & Centers"
"506",4,"Clarkson College","Nebraska",50900,91500,74,0,"26","646","11","6",2,"Special Focus Four-Year: Other Health Professions Schools"
"507",5,"Nebraska Methodist College of Nursing & Allied Health","Nebraska",51300,89800,84,0,"26","775","11","6",2,"Special Focus Four-Year: Other Health Professions Schools"
"508",6,"University of Nebraska at Omaha","Nebraska",49400,89500,52,18,"16","12230","11","15",1,"Doctoral Universities: High Research Activity"
"509",7,"Union College (Nebraska)","Nebraska",49100,87800,55,9,NA,NA,NA,NA,NA,NA
"510",8,"Hastings College","Nebraska",48600,87100,55,14,"22","962","32","11",2,"Baccalaureate Colleges: Diverse Fields"
"511",9,"Doane University-Arts & Sciences","Nebraska",47300,85300,51,21,NA,NA,NA,NA,NA,NA
"512",10,"Bellevue University","Nebraska",49400,84800,57,23,"18","6377","21","12",2,"Master's Colleges & Universities: Larger Programs"
"513",11,"University of Nebraska at Kearney","Nebraska",44300,80800,52,8,"18","4328","32","14",1,"Master's Colleges & Universities: Larger Programs"
"514",12,"Nebraska Wesleyan University","Nebraska",45700,80500,60,8,"19","1839","11","11",2,"Master's Colleges & Universities: Medium Programs"
"515",13,"Midland University","Nebraska",43800,78100,60,7,"20","1212","32","11",2,"Master's Colleges & Universities: Small Programs"
"516",14,"College of Saint Mary","Nebraska",43900,77700,45,9,"19","810","11","10",2,"Master's Colleges & Universities: Medium Programs"
"517",15,"Doane University-Graduate and Professional Studies","Nebraska",43200,77000,54,0,"18","490","11","9",2,"Master's Colleges & Universities: Larger Programs"
"518",16,"Chadron State College","Nebraska",42300,76700,66,3,"19","1750","33","11",1,"Master's Colleges & Universities: Medium Programs"
"519",17,"Peru State College","Nebraska",42600,74800,50,6,"19","1324","42","10",1,"Master's Colleges & Universities: Medium Programs"
"520",18,"Wayne State College","Nebraska",40600,73400,54,11,"19","2754","32","11",1,"Master's Colleges & Universities: Medium Programs"
"521",19,"Concordia University-Nebraska","Nebraska",39700,68900,48,5,"18","1268","32","11",2,"Master's Colleges & Universities: Larger Programs"
"522",1,"Sierra Nevada College","Nevada",54000,95500,39,2,"19","397","32","7",2,"Master's Colleges & Universities: Medium Programs"
"523",2,"University of Nevada-Reno","Nevada",52700,95000,47,24,"15","17513","12","15",1,"Doctoral Universities: Very High Research Activity"
"524",3,"University of Nevada-Las Vegas","Nevada",50400,90400,46,12,"15","24707","12","15",1,"Doctoral Universities: Very High Research Activity"
"525",1,"Dartmouth College","New-Hampshire",71500,130900,44,35,"15","4312","33","14",2,"Doctoral Universities: Very High Research Activity"
"526",2,"Saint Anselm College","New-Hampshire",56400,100300,59,11,"21","2016","22","11",2,"Baccalaureate Colleges: Arts & Sciences Focus"
"527",2,"University of New Hampshire-Main Campus","New-Hampshire",54300,100300,50,23,"15","12668","23","17",1,"Doctoral Universities: Very High Research Activity"
"528",4,"University of New Hampshire at Manchester","New-Hampshire",51900,90900,50,32,"21","703","12","6",1,"Baccalaureate Colleges: Arts & Sciences Focus"
"529",5,"Thomas More College of Liberal Arts","New-Hampshire",48900,88300,NA,0,"21","90","22","8",2,"Baccalaureate Colleges: Arts & Sciences Focus"
"530",6,"New England College","New-Hampshire",45700,86400,43,24,"18","1684","42","10",2,"Master's Colleges & Universities: Larger Programs"
"531",7,"Franklin Pierce University","New-Hampshire",47800,85600,52,3,"19","1627","41","11",2,"Master's Colleges & Universities: Medium Programs"
"532",8,"Rivier University","New-Hampshire",49500,85100,58,41,"18","1376","13","10",2,"Master's Colleges & Universities: Larger Programs"
"533",9,"Colby-Sawyer College","New-Hampshire",46400,83700,43,7,"22","851","42","8",2,"Baccalaureate Colleges: Diverse Fields"
"534",10,"Keene State College","New-Hampshire",48900,83600,49,8,"22","3416","32","14",1,"Baccalaureate Colleges: Diverse Fields"
"535",11,"Southern New Hampshire University","New-Hampshire",47400,83400,49,8,"18","80170","12","15",2,"Master's Colleges & Universities: Larger Programs"
"536",12,"Plymouth State University","New-Hampshire",47000,82200,50,6,"18","4135","33","14",1,"Master's Colleges & Universities: Larger Programs"
"537",13,"Granite State College","New-Hampshire",43500,76900,67,3,"20","1628","31","9",1,"Master's Colleges & Universities: Small Programs"
"538",1,"Stevens Institute of Technology","New-Jersey",75100,139900,47,79,"16","3420","21","14",2,"Doctoral Universities: High Research Activity"
"539",2,"Princeton University","New-Jersey",75200,139400,48,48,"15","5301","21","14",2,"Doctoral Universities: Very High Research Activity"
"540",3,"New Jersey Institute of Technology","New-Jersey",64600,121300,51,75,"15","7820","11","13",1,"Doctoral Universities: Very High Research Activity"
"541",4,"Rutgers University-New Brunswick","New-Jersey",59800,111000,42,29,"15","35656","13","16",1,"Doctoral Universities: Very High Research Activity"
"542",5,"Seton Hall University","New-Jersey",57100,103800,45,8,"16","5919","21","13",2,"Doctoral Universities: High Research Activity"
"543",6,"Rutgers University-Newark","New-Jersey",57900,101800,52,11,"16","8761","11","16",1,"Doctoral Universities: High Research Activity"
"544",6,"The College of New Jersey","New-Jersey",58200,101800,44,16,"18","6886","21","14",1,"Master's Colleges & Universities: Larger Programs"
"545",8,"Rider University","New-Jersey",51600,99000,47,5,"18","3830","21","14",2,"Master's Colleges & Universities: Larger Programs"
"546",9,"Fairleigh Dickinson University-Florham Campus","New-Jersey",53700,98500,42,6,"18","2713","21","14",2,"Master's Colleges & Universities: Larger Programs"
"547",9,"Fairleigh Dickinson University-Florham Campus","New-Jersey",53700,98500,42,6,"18","2713","21","14",2,"Master's Colleges & Universities: Larger Programs"
"548",11,"Felician University","New-Jersey",53200,98200,51,10,"19","1617","21","10",2,"Master's Colleges & Universities: Medium Programs"
"549",12,"Saint Peter's University","New-Jersey",52900,95900,35,14,"18","2512","11","10",2,"Master's Colleges & Universities: Larger Programs"
"550",13,"Thomas Edison State University","New-Jersey",52500,95600,54,0,"19","9883","13","12",1,"Master's Colleges & Universities: Medium Programs"
"551",14,"Montclair State University","New-Jersey",50800,95400,42,9,"16","16812","21","16",1,"Doctoral Universities: High Research Activity"
"552",15,"Ramapo College of New Jersey","New-Jersey",51600,95200,41,12,"19","5262","21","14",1,"Master's Colleges & Universities: Medium Programs"
"553",16,"Drew University","New-Jersey",52800,95000,37,16,"21","1530","21","11",2,"Baccalaureate Colleges: Arts & Sciences Focus"
"554",17,"Rutgers University-Camden","New-Jersey",51100,93900,50,9,"16","5618","13","12",1,"Doctoral Universities: High Research Activity"
"555",18,"Monmouth University","New-Jersey",52200,93200,44,13,"18","4595","21","13",2,"Master's Colleges & Universities: Larger Programs"
"556",19,"Fairleigh Dickinson University-Metropolitan Campus","New-Jersey",50800,93000,43,23,"18","3245","21","13",2,"Master's Colleges & Universities: Larger Programs"
"557",20,"Rowan University","New-Jersey",51100,91200,43,21,"16","15755","21","16",1,"Doctoral Universities: High Research Activity"
"558",21,"William Paterson University of New Jersey","New-Jersey",50500,90200,44,7,"18","8643","21","13",1,"Master's Colleges & Universities: Larger Programs"
"559",22,"Kean University","New-Jersey",48200,90000,51,10,"18","11679","21","15",1,"Master's Colleges & Universities: Larger Programs"
"560",23,"Bloomfield College","New-Jersey",48400,89100,55,17,"21","1660","21","10",2,"Baccalaureate Colleges: Arts & Sciences Focus"
"561",24,"New Jersey City University","New-Jersey",48700,87600,55,9,"18","6121","11","12",1,"Master's Colleges & Universities: Larger Programs"
"562",25,"Stockton University","New-Jersey",47400,85800,49,16,"18","8569","22","13",1,"Master's Colleges & Universities: Larger Programs"
"563",1,"New Mexico Institute of Mining and Technology","New-Mexico",64700,120400,61,91,"20","1333","33","11",1,"Master's Colleges & Universities: Small Programs"
"564",2,"New Mexico State University-Main Campus","New-Mexico",50400,96700,60,22,"16","11139","22","15",1,"Doctoral Universities: High Research Activity"
"565",3,"University of New Mexico-Main Campus","New-Mexico",48400,94000,59,19,"15","17321","11","15",1,"Doctoral Universities: Very High Research Activity"
"566",4,"Eastern New Mexico University-Main Campus","New-Mexico",44500,80500,61,5,"18","3347","33","13",1,"Master's Colleges & Universities: Larger Programs"
"567",5,"Western New Mexico University","New-Mexico",41700,76700,75,4,"18","1738","33","9",1,"Master's Colleges & Universities: Larger Programs"
"568",6,"New Mexico Highlands University","New-Mexico",40400,73800,63,4,"18","1778","33","10",1,"Master's Colleges & Universities: Larger Programs"
"569",1,"Albany College of Pharmacy and Health Sciences","New-York",81000,144800,82,2,"26","857","13","11",2,"Special Focus Four-Year: Other Health Professions Schools"
"570",2,"United States Military Academy","New-York",80200,144000,61,39,"21","4589","31","14",1,"Baccalaureate Colleges: Arts & Sciences Focus"
"571",3,"Webb Institute","New-York",80800,141800,NA,100,"27","104","21","8",2,"Special Focus Four-Year: Engineering Schools"
"572",4,"United States Merchant Marine Academy","New-York",80600,140700,62,56,"22","996","21","8",1,"Baccalaureate Colleges: Diverse Fields"
"573",4,"SUNY Maritime College","New-York",74900,140700,53,32,"20","1581","11","11",1,"Master's Colleges & Universities: Small Programs"
"574",6,"Rensselaer Polytechnic Institute","New-York",71300,134100,49,78,"15","6590","13","14",2,"Doctoral Universities: Very High Research Activity"
"575",7,"Colgate University","New-York",68400,130600,41,26,"21","2934","32","11",2,"Baccalaureate Colleges: Arts & Sciences Focus"
"576",8,"Clarkson University","New-York",66400,130100,58,58,"16","2983","33","14",2,"Doctoral Universities: High Research Activity"
"577",9,"Cornell University","New-York",70100,128200,45,43,"15","15105","13","16",2,"Doctoral Universities: Very High Research Activity"
"578",10,"Columbia University in the City of New York","New-York",71400,126800,45,30,"15","8216","11","17",2,"Doctoral Universities: Very High Research Activity"
"579",11,"Cooper Union for the Advancement of Science and Art","New-York",68500,126200,46,56,"22","845","11","6",2,"Baccalaureate Colleges: Diverse Fields"
"580",12,"Manhattan College","New-York",64000,125700,46,40,"18","3654","11","14",2,"Master's Colleges & Universities: Larger Programs"
"581",13,"New York University","New-York",63100,117700,42,18,"15","26339","11","17",2,"Doctoral Universities: Very High Research Activity"
"582",14,"Union College (New York)","New-York",63300,117500,50,47,NA,NA,NA,NA,NA,NA
"583",15,"Yeshiva University","New-York",63500,112800,40,11,"16","2682","11","14",2,"Doctoral Universities: High Research Activity"
"584",16,"University of Rochester","New-York",61100,112700,50,32,"15","6348","12","17",2,"Doctoral Universities: Very High Research Activity"
"585",17,"Fordham University","New-York",58700,112500,38,10,"16","9392","11","16",2,"Doctoral Universities: High Research Activity"
"586",18,"Hofstra University","New-York",57300,110400,38,7,"17","6616","21","17",2,"Doctoral/Professional Universities"
"587",19,"Barnard College","New-York",59200,109800,57,19,"21","2557","11","11",2,"Baccalaureate Colleges: Arts & Sciences Focus"
"588",20,"Binghamton University","New-York",61300,109600,44,34,"15","13990","22","17",1,"Doctoral Universities: Very High Research Activity"
"589",21,"SUNY Downstate Medical Center","New-York",64000,109300,83,0,NA,NA,NA,NA,NA,NA
"590",22,"Hobart William Smith Colleges","New-York",56500,108500,46,18,"21","2206","32","11",2,"Baccalaureate Colleges: Arts & Sciences Focus"
"591",23,"Hamilton College","New-York",62600,108100,45,25,"21","1989","22","11",2,"Baccalaureate Colleges: Arts & Sciences Focus"
"592",24,"Pace University-New York","New-York",59800,107800,40,14,NA,NA,NA,NA,NA,NA
"593",24,"Stony Brook University","New-York",59200,107800,49,35,"15","17407","21","17",1,"Doctoral Universities: Very High Research Activity"
"594",1,"Duke University","North-Carolina",71100,132100,50,26,"15","6596","11","17",2,"Doctoral Universities: Very High Research Activity"
"595",2,"Wake Forest University","North-Carolina",60700,114800,44,13,"16","5225","12","14",2,"Doctoral Universities: High Research Activity"
"596",3,"Davidson College","North-Carolina",57300,106900,50,28,"21","1839","21","11",2,"Baccalaureate Colleges: Arts & Sciences Focus"
"597",4,"North Carolina State University at Raleigh","North-Carolina",57300,106500,52,47,"15","23708","11","16",1,"Doctoral Universities: Very High Research Activity"
"598",5,"University of North Carolina at Chapel Hill","North-Carolina",55000,100800,49,19,"15","18946","13","17",1,"Doctoral Universities: Very High Research Activity"
"599",6,"Elon University","North-Carolina",53600,93700,43,7,"17","6196","22","14",2,"Doctoral/Professional Universities"
"600",7,"North Carolina A & T State University","North-Carolina",52600,93400,61,25,"16","10299","11","16",1,"Doctoral Universities: High Research Activity"
"601",8,"University of North Carolina at Charlotte","North-Carolina",52500,92600,49,25,"16","23939","11","16",1,"Doctoral Universities: High Research Activity"
"602",9,"Queens University of Charlotte","North-Carolina",49400,86600,48,9,"18","1695","11","11",2,"Master's Colleges & Universities: Larger Programs"
"603",10,"Lenoir-Rhyne University","North-Carolina",46400,86300,54,7,"18","1699","13","11",2,"Master's Colleges & Universities: Larger Programs"
"604",11,"East Carolina University","North-Carolina",48400,85400,55,11,"16","22330","13","16",1,"Doctoral Universities: High Research Activity"
"605",12,"High Point University","North-Carolina",48600,84300,50,8,"22","4498","12","14",2,"Baccalaureate Colleges: Diverse Fields"
"606",13,"Johnson C Smith University","North-Carolina",45700,83300,57,16,"21","1480","11","11",2,"Baccalaureate Colleges: Arts & Sciences Focus"
"607",14,"Belmont Abbey College","North-Carolina",46700,82900,49,7,"22","1505","22","11",2,"Baccalaureate Colleges: Diverse Fields"
"608",15,"Appalachian State University","North-Carolina",46600,82700,47,9,"18","17265","32","16",1,"Master's Colleges & Universities: Larger Programs"
"609",16,"Campbell University","North-Carolina",46300,82400,56,8,"17","4199","31","13",2,"Doctoral/Professional Universities"
"610",16,"University of North Carolina School of the Arts","North-Carolina",46400,82400,44,0,"30","890","12","8",1,"Special Focus Four-Year: Arts, Music & Design Schools"
"611",18,"John Wesley University","North-Carolina",45100,82100,NA,0,NA,NA,NA,NA,NA,NA
"612",19,"University of North Carolina Wilmington","North-Carolina",46400,80500,47,14,"16","14076","12","16",1,"Doctoral Universities: High Research Activity"
"613",19,"Methodist University","North-Carolina",45800,80500,58,9,"20","1759","12","11",2,"Master's Colleges & Universities: Small Programs"
"614",21,"North Carolina Wesleyan College","North-Carolina",45300,78800,62,8,"22","1999","13","10",2,"Baccalaureate Colleges: Diverse Fields"
"615",22,"Catawba College","North-Carolina",42500,78100,58,11,"22","1283","22","11",2,"Baccalaureate Colleges: Diverse Fields"
"616",23,"Pfeiffer University","North-Carolina",44200,78000,51,4,"18","900","42","8",2,"Master's Colleges & Universities: Larger Programs"
"617",24,"Barton College","North-Carolina",42400,77900,62,6,"22","965","31","8",2,"Baccalaureate Colleges: Diverse Fields"
"618",25,"Western Carolina University","North-Carolina",44700,77700,58,8,"18","9835","32","13",1,"Master's Colleges & Universities: Larger Programs"
"619",1,"North Dakota State University-Main Campus","North-Dakota",54200,98600,56,27,"16","11182","12","16",1,"Doctoral Universities: High Research Activity"
"620",2,"University of North Dakota","North-Dakota",53800,96000,54,16,"16","9910","13","16",1,"Doctoral Universities: High Research Activity"
"621",3,"University of Jamestown","North-Dakota",47600,85400,64,11,"22","877","33","11",2,"Baccalaureate Colleges: Diverse Fields"
"622",4,"Mayville State University","North-Dakota",43700,81300,44,10,"22","878","43","7",1,"Baccalaureate Colleges: Diverse Fields"
"623",5,"Dickinson State University","North-Dakota",46400,81200,55,8,"22","1114","33","9",1,"Baccalaureate Colleges: Diverse Fields"
"624",6,"University of Mary","North-Dakota",46400,79100,64,3,"17","2169","41","11",2,"Doctoral/Professional Universities"
"625",7,"Minot State University","North-Dakota",44500,74100,55,7,"19","2410","33","10",1,"Master's Colleges & Universities: Medium Programs"
"626",8,"Valley City State University","North-Dakota",39900,68600,56,3,"22","1006","33","10",1,"Baccalaureate Colleges: Diverse Fields"
"627",9,"Trinity Bible College and Graduate School","North-Dakota",34100,61300,NA,0,"24","176","43","8",2,"Special Focus Four-Year: Faith-Related Institutions"
"628",1,"Case Western Reserve University","Ohio",66600,117800,44,37,"15","5131","11","17",2,"Doctoral Universities: Very High Research Activity"
"629",2,"Miami University-Oxford","Ohio",57200,107300,46,22,"16","17038","31","16",1,"Doctoral Universities: High Research Activity"
"630",3,"Wittenberg University","Ohio",52400,105400,61,22,"21","1701","13","11",2,"Baccalaureate Colleges: Arts & Sciences Focus"
"631",4,"University of Dayton","Ohio",57400,105000,44,33,"16","8508","12","17",2,"Doctoral Universities: High Research Activity"
"632",5,"Denison University","Ohio",54400,104800,45,22,"21","2368","23","11",2,"Baccalaureate Colleges: Arts & Sciences Focus"
"633",6,"Ohio Northern University","Ohio",54400,103900,49,22,"22","2144","31","11",2,"Baccalaureate Colleges: Diverse Fields"
"634",7,"Kenyon College","Ohio",55000,103800,50,17,"21","1719","32","11",2,"Baccalaureate Colleges: Arts & Sciences Focus"
"635",8,"Mount Carmel College of Nursing","Ohio",56600,99700,78,0,"26","873","11","6",2,"Special Focus Four-Year: Other Health Professions Schools"
"636",9,"Ohio Wesleyan University","Ohio",51300,99200,46,21,"21","1554","21","11",2,"Baccalaureate Colleges: Arts & Sciences Focus"
"637",10,"Ohio State University-Main Campus","Ohio",55300,98600,49,27,"15","45769","11","16",1,"Doctoral Universities: Very High Research Activity"
"638",11,"John Carroll University","Ohio",51600,97300,39,16,"19","3013","21","14",2,"Master's Colleges & Universities: Medium Programs"
"639",11,"University of Cincinnati-Main Campus","Ohio",53600,97300,50,19,"15","25973","11","16",1,"Doctoral Universities: Very High Research Activity"
"640",13,"Oberlin College","Ohio",53100,96800,47,21,"21","2785","31","11",2,"Baccalaureate Colleges: Arts & Sciences Focus"
"641",14,"Kettering College","Ohio",54300,95800,NA,0,"26","610","21","6",2,"Special Focus Four-Year: Other Health Professions Schools"
"642",15,"Marietta College","Ohio",51200,94300,57,45,"22","985","31","11",2,"Baccalaureate Colleges: Diverse Fields"
"643",16,"Xavier University","Ohio",51800,94000,46,7,"18","4955","11","14",2,"Master's Colleges & Universities: Larger Programs"
"644",17,"Ohio University-Main Campus","Ohio",51400,93300,47,9,"16","22072","32","16",1,"Doctoral Universities: High Research Activity"
"645",18,"University of Toledo","Ohio",51800,92500,52,21,"16","14893","11","15",1,"Doctoral Universities: High Research Activity"
"646",19,"The College of Wooster","Ohio",49200,91300,56,32,"21","2001","32","11",2,"Baccalaureate Colleges: Arts & Sciences Focus"
"647",20,"University of Akron Main Campus","Ohio",50700,89200,48,22,"16","13676","12","15",1,"Doctoral Universities: High Research Activity"
"648",21,"Cleveland State University","Ohio",48300,88600,51,20,"16","11603","11","15",1,"Doctoral Universities: High Research Activity"
"649",22,"University of Mount Union","Ohio",48300,88500,41,19,"22","2155","31","11",2,"Baccalaureate Colleges: Diverse Fields"
"650",23,"The University of Findlay","Ohio",49100,87900,53,3,"17","2533","32","14",2,"Doctoral/Professional Universities"
"651",24,"Wright State University-Main Campus","Ohio",50300,87800,49,31,"16","10140","21","16",1,"Doctoral Universities: High Research Activity"
"652",25,"Bowling Green State University-Main Campus","Ohio",47200,87500,45,11,"16","13729","31","16",1,"Doctoral Universities: High Research Activity"
"653",1,"University of Tulsa","Oklahoma",58700,107200,51,36,"16","3246","11","14",2,"Doctoral Universities: High Research Activity"
"654",2,"University of Oklahoma-Health Sciences Center","Oklahoma",57100,102100,68,3,"25","759","11","9",1,"Special Focus Four-Year: Medical Schools & Centers"
"655",3,"University of Oklahoma-Norman Campus","Oklahoma",54400,100600,52,23,"15","21675","22","16",1,"Doctoral Universities: Very High Research Activity"
"656",4,"Oklahoma State University-Main Campus","Oklahoma",52800,98600,54,25,"15","20323","32","16",1,"Doctoral Universities: Very High Research Activity"
"657",5,"Oklahoma State University Institute of Technology","Oklahoma",52600,92300,53,14,"23","2195","32","10",1,"Baccalaureate/Associate's Colleges: Mixed Baccalaureate/Associate's"
"658",6,"Southwestern Oklahoma State University","Oklahoma",47900,90800,58,5,"18","4242","33","13",1,"Master's Colleges & Universities: Larger Programs"
"659",7,"Oklahoma City University","Oklahoma",47700,87900,58,9,"17","1691","11","11",2,"Doctoral/Professional Universities"
"660",7,"Oklahoma Christian University","Oklahoma",49700,87900,57,41,"18","1813","11","11",2,"Master's Colleges & Universities: Larger Programs"
"661",9,"Oral Roberts University","Oklahoma",45900,85100,59,8,"22","3159","11","14",2,"Baccalaureate Colleges: Diverse Fields"
"662",10,"University of Central Oklahoma","Oklahoma",45300,82900,56,8,"18","13118","21","15",1,"Master's Colleges & Universities: Larger Programs"
"663",11,"Langston University","Oklahoma",46500,81500,66,8,"20","1910","42","11",1,"Master's Colleges & Universities: Small Programs"
"664",11,"Cameron University","Oklahoma",43900,81500,54,14,"19","3623","13","12",1,"Master's Colleges & Universities: Medium Programs"
"665",13,"Southern Nazarene University","Oklahoma",46100,81000,62,5,"18","1563","21","11",2,"Master's Colleges & Universities: Larger Programs"
"666",14,"Southeastern Oklahoma State University","Oklahoma",45000,80500,53,15,"18","2960","32","12",1,"Master's Colleges & Universities: Larger Programs"
"667",15,"Oklahoma Wesleyan University","Oklahoma",43300,78700,58,1,"19","905","32","7",2,"Master's Colleges & Universities: Medium Programs"
"668",16,"Northeastern State University","Oklahoma",44500,77600,58,7,"18","6332","33","12",1,"Master's Colleges & Universities: Larger Programs"
"669",17,"East Central University","Oklahoma",44700,77500,66,9,"18","2725","33","13",1,"Master's Colleges & Universities: Larger Programs"
"670",18,"Northwestern Oklahoma State University","Oklahoma",42200,76800,55,11,"20","1681","33","10",1,"Master's Colleges & Universities: Small Programs"
"671",19,"Oklahoma Baptist University","Oklahoma",43900,76600,62,8,"22","1808","32","11",2,"Baccalaureate Colleges: Diverse Fields"
"672",20,"Oklahoma Panhandle State University","Oklahoma",42300,74400,54,10,"22","1106","42","8",1,"Baccalaureate Colleges: Diverse Fields"
"673",21,"Mid-America Christian University","Oklahoma",40700,74100,71,0,"19","1426","11","9",2,"Master's Colleges & Universities: Medium Programs"
"674",22,"Rogers State University","Oklahoma",41400,73800,48,11,"22","3162","31","10",1,"Baccalaureate Colleges: Diverse Fields"
"675",23,"University of Science and Arts of Oklahoma","Oklahoma",37300,67400,49,11,"21","817","32","8",1,"Baccalaureate Colleges: Arts & Sciences Focus"
"676",1,"Oregon Health & Science University","Oregon",65400,108300,79,10,"25","782","11","9",1,"Special Focus Four-Year: Medical Schools & Centers"
